0	0	0	0	0.44787	0	0.55213	0
0.51322	0	0	0	0	0	0.48678	0
0	0	0	0	0.00145	0	0.99855	0
0	0	0	0.72755	0.27244	0	0.00002	0
0	0	0	1	0	0	0	0
0.00002	0	0	0	0.00004	0	0.99993	0
0.00035	0	0	0	0.00003	0	0.99962	0
0	0	0	0.99999	0.00001	0	0	0
0	0	0	0.00001	0.99999	0	0	0
0.01889	0	0	0	0	0	0.98111	0
0.02676	0	0	0	0	0	0.97324	0
0	0	0	0.00002	0.22345	0	0.77653	0
0	0	0	1	0	0	0	0
0.03258	0	0	0	0.00008	0	0.96734	0
0	0	0	0	0.00162	0	0.99838	0
0	0	0	0.00006	0.98854	0	0.0114	0
0	0	0	0	0.00017	0	0.99983	0
0	0	0	0.00112	0.68743	0	0.31145	0
0	0	0	0	0.28328	0	0.71672	0
0.99999	0	0	0	0	0	0.00001	0
1	0	0	0	0	0	0	0
0	0	0	0	0.87965	0	0.12035	0
0.99995	0	0	0	0	0	0.00005	0
0.05721	0	0	0	0.00003	0	0.94277	0
0	0	0	1	0	0	0	0
1	0	0	0	0	0	0	0
0	0	0	0.00319	0.12599	0	0.87082	0
0.99308	0	0	0	0	0	0.00692	0
0	0	0	0.98394	0.00087	0	0.01519	0
1	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0
0	0	0	0	0.00001	0	0.99999	0
0	0	0	0	0.91754	0	0.08246	0
0	0	0	0.64382	0.00009	0	0.35609	0
0	0	0	1	0	0	0	0
0.44463	0	0	0	0.00001	0	0.55536	0
0	0	0	0.00018	0.99487	0	0.00494	0
0.53692	0	0	0	0	0	0.46308	0
0.50319	0	0	0	0.00001	0	0.4968	0
0	0	0	0	0.00859	0	0.99141	0
0	0	0.00097	0.57844	0.42059	0	0	0
0	0	0	0	0.98715	0	0.01285	0
0.02773	0	0	0	0	0	0.97227	0
0.0323	0	0	0	0	0	0.9677	0
0.97357	0	0	0	0	0	0.02643	0
0.99456	0	0	0	0	0	0.00544	0
0	0	0	0	0.00196	0	0.99804	0
0.00091	0	0	0	0.00001	0	0.99908	0
0.99744	0	0	0	0	0	0.00256	0
0	0	0	0	0.00014	0	0.99986	0
1	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0
0.99995	0	0	0	0	0	0.00005	0
1	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0
0.9979	0	0	0	0	0	0.0021	0
1	0	0	0	0	0	0	0
0.99955	0	0	0	0	0	0.00045	0
1	0	0	0	0	0	0	0
0.9999	0	0	0	0	0	0.0001	0
0.99998	0	0	0	0	0	0.00002	0
1	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0
0.99994	0	0	0	0	0	0.00006	0
1	0	0	0	0	0	0	0
0.99938	0	0	0	0	0	0.00062	0
1	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0
0.99997	0	0	0	0	0	0.00003	0
0.01068	0	0	0	0.00009	0	0.98923	0
0	0	0	0	0.01857	0	0.98143	0
0	0	0	0.02483	0.04797	0	0.9272	0
0.1343	0	0	0	0.00002	0	0.86568	0
0.99762	0	0	0	0	0	0.00238	0
0	0	0	0	0.02009	0	0.97991	0
0	0	0	0.99977	0.00008	0	0.00016	0
0.99958	0	0	0	0	0	0.00042	0
0.98708	0	0	0	0	0	0.01292	0
0.09701	0	0	0	0.00001	0	0.90298	0
0.00039	0	0	0	0.00001	0	0.9996	0
0.99464	0	0	0	0	0	0.00536	0
0.02997	0	0	0	0.00001	0	0.97002	0
0.01487	0	0	0	0.00001	0	0.98512	0
0.99991	0	0	0	0	0	0.00009	0
0.99997	0	0	0	0	0	0.00003	0
0	0	0	0	0.00001	0	0.99999	0
0.99999	0	0	0	0	0	0.00001	0
0	0	0	0	0.00746	0	0.99254	0
0.9991	0	0	0	0	0	0.0009	0
0.00125	0	0	0	0	0	0.99875	0
0.99842	0	0	0	0	0	0.00158	0
0.99751	0	0	0	0	0	0.00249	0
1	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0
0.99996	0	0	0	0	0	0.00004	0
1	0	0	0	0	0	0	0
0.46842	0	0	0	0	0	0.53158	0
0.96055	0	0	0	0	0	0.03945	0
1	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0
0.99998	0	0	0	0	0	0.00002	0
0.9896	0	0	0	0	0	0.0104	0
