0.00001	0.143008	0.856982
0.00001	0.052803	0.947187
0.00001	0.065286	0.934704
0.00001	0.175728	0.824262
0.00001	0.265899	0.734091
0.00001	0.162863	0.837127
0.00001	0.044236	0.955754
0.00001	0.221851	0.778139
0.00001	0.129807	0.870183
0.00001	0.092109	0.907881
0.074336	0.095683	0.829981
0.00001	0.24149	0.7585
0.00001	0.134071	0.865919
0.00001	0.00001	0.99998
0.00001	0.014534	0.985456
0.00001	0.166775	0.833215
0.00001	0.036466	0.963524
0.368865	0.560939	0.070196
0.706577	0.293413	0.00001
0.99998	0.00001	0.00001
0.99998	0.00001	0.00001
0.00001	0.110567	0.889423
0.479953	0.008021	0.512027
0.867055	0.132935	0.00001
0.399132	0.505839	0.095029
0.849693	0.030496	0.119811
0.437105	0.426887	0.136008
0.922545	0.077445	0.00001
0.656933	0.278798	0.064269
0.99998	0.00001	0.00001
0.99998	0.00001	0.00001
0.184936	0.00001	0.815054
0.133741	0.040852	0.825407
0.08523	0.148879	0.765891
0.098943	0.13897	0.762087
0.067768	0.242629	0.689603
0.00001	0.240198	0.759792
0.0285	0.213936	0.757563
0.084169	0.024289	0.891543
0.049753	0.00001	0.950237
0.076621	0.147009	0.77637
0.00001	0.297285	0.702705
0.167441	0.140984	0.691575
0.051293	0.120327	0.82838
0.097036	0.075113	0.827852
0.120065	0.00001	0.879925
0.193599	0.00001	0.806391
0.086378	0.12107	0.792552
0.16603	0.061053	0.772916
0.05739	0.00001	0.9426
0.072866	0.045471	0.881663
0.99998	0.00001	0.00001
0.99998	0.00001	0.00001
0.99998	0.00001	0.00001
0.954711	0.00001	0.045279
0.99998	0.00001	0.00001
0.99998	0.00001	0.00001
0.978699	0.021291	0.00001
0.971948	0.00001	0.028042
0.97328	0.00001	0.02671
0.99998	0.00001	0.00001
0.99998	0.00001	0.00001
0.99998	0.00001	0.00001
0.99998	0.00001	0.00001
0.989399	0.010591	0.00001
0.99998	0.00001	0.00001
0.834844	0.00001	0.165146
0.803714	0.004361	0.191925
0.99998	0.00001	0.00001
0.820679	0.018514	0.160807
0.833848	0.00001	0.166142
0.938811	0.00001	0.061179
0.830652	0.00001	0.169338
0.767755	0.00001	0.232235
0.99998	0.00001	0.00001
0.917196	0.046772	0.036032
0.959255	0.00001	0.040735
0.976864	0.00001	0.023126
0.890435	0.00001	0.109555
0.99998	0.00001	0.00001
0.00001	0.00001	0.99998
0.093407	0.152849	0.753744
0.00001	0.191377	0.808613
0.00001	0.040975	0.959015
0.00001	0.00001	0.99998
0.00001	0.074789	0.925201
0.00001	0.193428	0.806562
0.00001	0.00001	0.99998
0.00001	0.00001	0.99998
0.00001	0.00001	0.99998
0.076273	0.121385	0.802342
0.00001	0.00001	0.99998
0.00001	0.099493	0.900497
0.00001	0.074009	0.925981
0.00001	0.00001	0.99998
0.00001	0.00001	0.99998
0.031706	0.014341	0.953954
0.132207	0.00001	0.867783
0.045158	0.062504	0.892338
0.059899	0.00001	0.940091
0.082422	0.00001	0.917568
0.07782	0.054013	0.868167
0.00001	0.00001	0.99998
0.650287	0.00001	0.349703
0.691127	0.00001	0.308863
0.999927	0.000063	0.00001
0.525216	0.00001	0.474774
0.462045	0.00001	0.537945
0.00815	0.012939	0.978911
0.774675	0.00001	0.225315
0.501916	0.00001	0.498074
0.658941	0.00001	0.341049
0.987243	0.00001	0.012747
0.921993	0.00001	0.077997
0.871837	0.015922	0.112241
0.522791	0.052785	0.424423
0.99998	0.00001	0.00001
0.776575	0.00001	0.223415
0.00001	0.99998	0.00001
0.00001	0.99998	0.00001
0.00001	0.99998	0.00001
0.00001	0.99998	0.00001
0.107512	0.193595	0.698893
0.134273	0.00001	0.865717
0.052987	0.018976	0.928037
0.100398	0.053238	0.846364
0.030813	0.051274	0.917913
0.00001	0.073263	0.926727
0.035839	0.00001	0.964151
0.087435	0.084174	0.828391
0.10454	0.08005	0.81541
0.006259	0.408821	0.58492
0.046128	0.00001	0.953862
0.177597	0.068496	0.753907
0.103375	0.00001	0.896615
0.00001	0.00001	0.99998
0.00001	0.00001	0.99998
0.00001	0.00001	0.99998
0.081542	0.065973	0.852485
0.00001	0.124941	0.875049
0.00001	0.147434	0.852556
0.00001	0.171671	0.828319
0.00001	0.048376	0.951614
0.033327	0.128554	0.838119
0.00001	0.00001	0.99998
0.00001	0.078391	0.921599
0.00001	0.105331	0.894659
0.072596	0.109277	0.818127
0.012903	0.00001	0.987087
0.00001	0.020137	0.979853
0.035278	0.055358	0.909363
0.00001	0.015829	0.984161
0.00001	0.084161	0.915829
0.00001	0.00001	0.99998
0.057946	0.00001	0.942044
0.00001	0.00001	0.99998
0.00001	0.00001	0.99998
0.10914	0.069448	0.821412
0.00001	0.00001	0.99998
0.00001	0.101246	0.898744
0.03552	0.022035	0.942446
0.096664	0.00001	0.903326
0.00001	0.00001	0.99998
0.00001	0.00001	0.99998
0.040017	0.681945	0.278038
0.00001	0.99998	0.00001
0.069959	0.814321	0.115721
0.051433	0.545508	0.403059
0.067324	0.932666	0.00001
0.172175	0.036738	0.791087
0.169459	0.830531	0.00001
0.13284	0.582454	0.284706
0.00001	0.636448	0.363542
0.00001	0.887278	0.112712
0.00001	0.99998	0.00001
0.00001	0.715441	0.284549
0.00001	0.99998	0.00001
0.00001	0.99998	0.00001
0.005275	0.507854	0.486872
0.00001	0.99998	0.00001
0.00001	0.80876	0.19123
0.99998	0.00001	0.00001
0.88971	0.00001	0.11028
0.99998	0.00001	0.00001
0.842107	0.157883	0.00001
0.561854	0.412561	0.025585
0.898194	0.011374	0.090432
0.99998	0.00001	0.00001
0.00001	0.99998	0.00001
0.803996	0.093635	0.102368
0.89279	0.00001	0.1072
0.911998	0.00001	0.087992
0.968388	0.00001	0.031602
0.99998	0.00001	0.00001
0.99998	0.00001	0.00001
0.909571	0.00001	0.090419
0.898074	0.00001	0.101916
0.99998	0.00001	0.00001
0.783219	0.025341	0.19144
0.894188	0.103223	0.002589
0.86892	0.00001	0.13107
0.99998	0.00001	0.00001
0.929872	0.00488	0.065248
0.892141	0.107849	0.00001
0.99998	0.00001	0.00001
0.99998	0.00001	0.00001
0.969706	0.00001	0.030284
0.979887	0.020103	0.00001
0.99998	0.00001	0.00001
0.95457	0.00001	0.04542
0.887125	0.00001	0.112865
0.99998	0.00001	0.00001
0.99998	0.00001	0.00001
0.946944	0.053046	0.00001
0.99998	0.00001	0.00001
0.99998	0.00001	0.00001
0.99998	0.00001	0.00001
0.99998	0.00001	0.00001
0.99998	0.00001	0.00001
0.95245	0.00001	0.04754
0.369654	0.630336	0.00001
0.99998	0.00001	0.00001
0.965659	0.034331	0.00001
0.290377	0.604975	0.104649
0.652948	0.255927	0.091125
0.232651	0.596247	0.171102
0.298287	0.613891	0.087822
0.28112	0.512121	0.206759
0.309578	0.612505	0.077917
0.328219	0.499459	0.172321
0.316377	0.618925	0.064698
0.291334	0.708656	0.00001
0.219619	0.74237	0.038011
0.268416	0.662556	0.069027
0.00001	0.99998	0.00001
0.00001	0.99998	0.00001
0.00001	0.99998	0.00001
0.00001	0.99998	0.00001
0.00001	0.99998	0.00001
0.00001	0.99998	0.00001
0.00001	0.99998	0.00001
0.477719	0.522271	0.00001
0.01217	0.98782	0.00001
0.00001	0.99998	0.00001
0.496447	0.503543	0.00001
0.00001	0.99998	0.00001
0.00001	0.99998	0.00001
0.00001	0.99998	0.00001
0.369438	0.498847	0.131715
0.451983	0.548007	0.00001
0.285248	0.590805	0.123947
0.267377	0.545587	0.187036
0.460768	0.461038	0.078194
0.316492	0.529999	0.153509
0.99998	0.00001	0.00001
0.297137	0.625465	0.077398
0.337723	0.564447	0.09783
0.465142	0.534848	0.00001
0.263897	0.507222	0.228881
0.385008	0.588075	0.026916
0.353229	0.51718	0.129591
0.316706	0.497939	0.185355
0.379255	0.536379	0.084366
0.00001	0.99998	0.00001
0.00001	0.99998	0.00001
0.027618	0.732018	0.240364
0.064381	0.446083	0.489536
0.00001	0.597365	0.402625
0.00001	0.740376	0.259614
0.00001	0.853723	0.146267
0.00001	0.768888	0.231102
0.00001	0.99998	0.00001
0.02771	0.873166	0.099124
		
