0	0	0.0003	0.99969	0	0	0	0
0	0	0	0.99685	0.00309	0	0.00006	0
0	0	0	0.03928	0.94612	0	0.0146	0
0	0	0.0001	0.99832	0.00158	0	0	0
0	0	0	0.99999	0	0.00001	0	0
0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0
0	0	0	0.99988	0.00012	0	0	0
0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0
0	0	0	0.99999	0.00001	0	0	0
0	0	0	0.99487	0.00497	0	0.00016	0
0	0	0	0.9997	0.0003	0	0	0
0	0	0	0.15908	0.82784	0	0.01308	0
0	0	0	0.99999	0.00001	0	0	0
0	0	0	0.93256	0.05896	0	0.00848	0
0.40224	0	0	0	0.00515	0	0.59262	0
0.9809	0	0	0	0	0	0.0191	0
0.9928	0	0	0	0	0	0.0072	0
0	0	0.00094	0.99906	0	0	0	0
0.0003	0	0	0.63235	0.29859	0	0.06875	0
0.91188	0	0	0	0.00002	0	0.08811	0
0	0	0	1	0	0	0	0
0.98265	0	0	0	0	0	0.01735	0
0	0	0	1	0	0	0	0
0.00057	0	0	0.87747	0.04432	0	0.07764	0
0.01427	0	0	0.28383	0.05989	0	0.64202	0
0.99999	0	0	0	0	0	0.00001	0
0.58342	0	0	0	0.00237	0	0.41422	0
0.00003	0	0	0.98109	0.01598	0	0.0029	0
0	0	0.00193	0.02946	0.96708	0	0.00153	0
0	0	0	0.10251	0.89265	0	0.00483	0
0	0	0	0.99964	0.00035	0	0.00002	0
0	0	0	0.9999	0.00009	0	0	0
0	0	0	1	0	0	0	0
0	0	0.36701	0.63294	0.00004	0.00001	0	0
0	0	0	1	0	0	0	0
0	0	0	0.99701	0.00266	0	0.00033	0
0	0	0	0.90462	0.08978	0	0.0056	0
0	0	0.00159	0.99816	0	0.00025	0	0
0	0	0	0.01292	0.97563	0	0.01145	0
0	0	0	0.99999	0.00001	0	0	0
0	0	0	0.99875	0.00125	0	0	0
0.00299	0	0	0.32301	0.26805	0	0.40595	0
0	0	0	0.99928	0.0007	0.00001	0.00001	0
0	0	0	0.0987	0.88875	0	0.01255	0
0	0	0	0.99998	0.00002	0	0	0
0	0	0	0.99838	0.00156	0	0.00007	0
0	0	0	0.99984	0.00016	0	0	0
0.82136	0	0	0	0.00016	0	0.17848	0
0.83171	0	0	0	0.00003	0	0.16826	0
0.99989	0	0	0	0	0	0.00011	0
0.99499	0	0	0	0	0	0.00501	0
0.98025	0	0	0	0	0	0.01975	0
0.90693	0	0	0	0.00001	0	0.09306	0
0.13709	0	0	0	0.00021	0	0.8627	0
0.99703	0	0	0	0	0	0.00297	0
0.99987	0	0	0	0	0	0.00013	0
0.98154	0	0	0	0	0	0.01846	0
0.99998	0	0	0	0	0	0.00002	0
0.99999	0	0	0	0	0	0.00001	0
0.87531	0	0	0	0.00001	0	0.12467	0
0	0	0	0.9717	0.0099	0	0.0184	0
0.99945	0	0	0	0	0	0.00055	0
0.99873	0	0	0	0	0	0.00127	0
0.00008	0	0	0	0.39614	0	0.60378	0
0.99998	0	0	0	0	0	0.00002	0
0.00259	0	0	0.00041	0.62596	0	0.37104	0
0.95467	0	0	0	0.00003	0	0.0453	0
0.00414	0	0	0.00942	0.29985	0	0.68659	0
0.9487	0	0	0	0.00001	0	0.0513	0
0.19299	0	0	0.0025	0.02582	0	0.77869	0
0.74589	0	0	0.00001	0.00266	0	0.25144	0
0.06031	0	0	0.00001	0.03627	0	0.90341	0
0.98053	0	0	0	0	0	0.01947	0
1	0	0	0	0	0	0	0
0.84065	0	0	0	0.00014	0	0.15921	0
0.87122	0	0	0	0.00051	0	0.12827	0
0	0	0	0.99152	0.0079	0	0.00058	0
0	0	0	0.99999	0.00001	0	0	0
0	0	0	0.99996	0	0.00001	0	0.00003
0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0
0	0	0	1	0	0	0	0
0	0	0	0.99977	0	0.00023	0	0
0	0	0	0.99999	0.00001	0	0	0
0	0	0	0.99626	0.00344	0	0.00029	0
0	0	0	0.99894	0.00106	0	0.00001	0
0	0	0	1	0	0	0	0
0.00051	0	0	0.92912	0.04407	0	0.0263	0
0	0	0	1	0	0	0	0
0	0	0	0.99625	0	0.00271	0	0.00104
0	0	0	0.99589	0.00371	0	0.0004	0
0	0	0	0.99999	0.00001	0	0	0
0	0	0.00005	0.99979	0.00016	0	0	0
0.83077	0	0	0	0.00084	0	0.16839	0
0	0	0	1	0	0	0	0
0	0	0	0.99125	0.00874	0	0.00001	0
0	0	0	0.91804	0.08168	0	0.00028	0
0	0	0	0.99998	0.00002	0	0	0
0.00001	0	0	0.98649	0.01018	0	0.00332	0
0.66784	0	0	0	0.0007	0	0.33146	0
0.02363	0	0	0.01061	0.35172	0	0.61404	0
0.89892	0	0	0	0.00016	0	0.10092	0
0.95029	0	0	0	0.00002	0	0.0497	0
0.7952	0	0	0	0.00035	0	0.20446	0
0.00002	0	0	0.00065	0.94687	0	0.05246	0
0.97488	0	0	0	0	0	0.02512	0
0.9684	0	0	0	0.00001	0	0.03158	0
0.32538	0	0	0	0.00496	0	0.66966	0
0.99939	0	0	0	0	0	0.00061	0
1	0	0	0	0	0	0	0
0.99998	0	0	0	0	0	0.00002	0
0.0782	0	0	0.00461	0.05798	0	0.8592	0
0.8841	0	0	0	0.00005	0	0.11585	0
1	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0
